,election_year,election_type,office_name,primary_party,district_name,candidate_party,candidate_name,votes,votes_rank,incumbent,CO_ID
1048,2006,Primary,State Representative,Republican,33,Republican,bill berens,2693.0,1,1.0,20045637570
753,2004,Primary,State Representative,Democratic,52,Democratic,bill bertschy,2318.0,2,0.0,20045636930
3289,2018,General,Governor,0,Colorado,Unity Party of Colorado,bill bodenstab,25854.0,4,0.0,
34,2000,General,State Representative,0,15,Republican,bill cadman,15913.0,1,0.0,19990915002.0
231,2000,Primary,State Representative,Republican,15,Republican,bill cadman,4349.0,1,0.0,19990915002.0
328,2002,General,State Representative,0,15,Republican,bill cadman,13301.0,1,1.0,19990915002.0
513,2002,Primary,State Representative,Republican,15,Republican,bill cadman,2206.0,1,1.0,19990915002.0
596,2004,General,State Representative,0,15,Republican,bill cadman,20782.0,1,1.0,19990915002.0
776,2004,Primary,State Representative,Republican,15,Republican,bill cadman,6352.0,1,1.0,19990915002.0
849,2006,General,State Representative,0,15,Republican,bill cadman,15687.0,1,1.0,19990915002.0
1029,2006,Primary,State Representative,Republican,15,Republican,bill cadman,5461.0,1,1.0,19990915002.0
4006,2008,General,State Senate,0,10,Republican,bill cadman,42650.0,1,1.0,20075625406.0
4062,2008,Primary,State Senate,Republican,10,Republican,bill cadman,12470.0,1,1.0,20075625406.0
4175,2012,General,State Senate,0,12,Republican,bill cadman,34673.0,1,1.0,20125024807.0
4243,2012,Primary,State Senate,Republican,12,Republican,bill cadman,10472.0,1,1.0,20125024807.0
64,2000,General,State Representative,0,27,Republican,bill crane,15014.0,1,0.0,19990927004
246,2000,Primary,State Representative,Republican,27,Republican,bill crane,2775.0,1,0.0,19990927004
357,2002,General,State Representative,0,27,Republican,bill crane,12531.0,1,1.0,19990927004.0
525,2002,Primary,State Representative,Republican,27,Republican,bill crane,3845.0,1,1.0,19990927004.0
624,2004,General,State Representative,0,27,Republican,bill crane,16637.0,1,1.0,19990927004.0
788,2004,Primary,State Representative,Republican,27,Republican,bill crane,5368.0,1,1.0,19990927004.0
873,2006,General,State Representative,0,27,Republican,bill crane,13208.0,2,1.0,19990927004.0
1042,2006,Primary,State Representative,Republican,27,Republican,bill crane,3390.0,1,1.0,19990927004.0
1944,2014,General,State Representative,0,11,Libertarian,bill gibson,2241.0,3,0.0,20145027886
280,2000,Primary,State Representative,Republican,56,Republican,bill haight,1289.0,2,0.0,19990956005
3144,2022,Primary,State Representative,Republican,45,Republican,bill jack,6658.0,2,0.0,20215041581
514,2002,Primary,State Representative,Republican,16,Republican,bill jambura,1310.0,2,0.0,20045625731
594,2004,General,State Representative,0,15,Democratic,bill martin,8944.0,2,0.0,20045643691.0
2751,2020,General,State Representative,0,6,Republican,bill mcaleb,12711.0,2,0.0,20205038214
2962,2020,Primary,State Representative,Republican,6,Republican,bill mcaleb,3944.0,1,0.0,20205038214
1448,2010,General,State Representative,0,51,Democratic,bill mccreary,13688.0,2,0.0,20105017319.0
1528,2010,Primary,State Representative,Democratic,51,Democratic,bill mccreary,3799.0,1,0.0,20105017319.0
3252,2006,General,Governor,0,Colorado,Democratic,bill obrien,887986.0,1,0.0,
3441,1992,General,State Senate,0,27,Republican,bill owens,37073.0,1,0.0,19940827001
3479,1992,Primary,State Senate,Republican,27,Republican,bill owens,3466.0,1,0.0,19940827001
4621,1994,General,State Treasurer,0,Colorado,Republican,bill owens,626054.0,1,1.0,19940400002
4623,1994,Primary,State Treasurer,Republican,Colorado,Republican,bill owens,142859.0,1,1.0,19940400002
3237,1998,General,Governor,0,Colorado,Republican,bill owens,645806.0,1,1.0,19990100010
3242,1998,Primary,Governor,Republican,Colorado,Republican,bill owens,126810.0,1,1.0,19990100010
3248,2002,General,Governor,0,Colorado,Republican,bill owens,884583.0,1,1.0,19990100010.0
3250,2002,Primary,Governor,Republican,Colorado,Republican,bill owens,189705.0,1,1.0,19990100010.0
420,2002,General,State Representative,0,58,Democratic,bill patterson,11218.0,2,0.0,
3119,2022,Primary,State Representative,Republican,24,Republican,bill patterson,9396.0,1,0.0,20225042370
3257,2006,Primary,Governor,Democratic,Colorado,Democratic,bill ritter,142556.0,1,0.0,20055611513.0
3380,1990,General,State Senate,0,22,Republican,bill schroeder,21263.0,1,0.0,19940822001
3414,1990,Primary,State Senate,Republican,22,Republican,bill schroeder,8404.0,1,0.0,19940822001
3507,1994,General,State Senate,0,22,Republican,bill schroeder,23606.0,1,1.0,19940822001
3547,1994,Primary,State Senate,Republican,22,Republican,bill schroeder,3647.0,1,1.0,19940822001
3386,1990,General,State Senate,0,32,Democratic,bill threlkeld,10979.0,2,0.0,
3418,1990,Primary,State Senate,Republican,32,Republican,bill threlkeld,2647.0,1,0.0,
1178,2008,General,State Representative,0,48,Democratic,bill williams,19625.0,2,0.0,20085612373.0
1268,2008,Primary,State Representative,Democratic,48,Democratic,bill williams,3076.0,1,0.0,20085612373.0
3048,2022,Primary,State Representative,Democratic,22,Democratic,blake garner,5512.0,1,0.0,20225042113
3351,2018,General,Secretary of State,0,Colorado,Approval Voting,blake huber,13258.0,4,0.0,20185035317.0
3865,2004,General,State Senate,0,17,Libertarian,bo shaffer,2352.0,3,0.0,20045647728.0
1372,2010,General,State Representative,0,12,Libertarian,bo shaffer,1631.0,3,0.0,20105018031.0
130,2000,General,State Representative,0,53,Democratic,bob bacon,12530.0,1,0.0,19970953001
214,2000,Primary,State Representative,Democratic,53,Democratic,bob bacon,296.0,1,0.0,19970953001
3861,2004,General,State Senate,0,14,Democratic,bob bacon,38719.0,1,1.0,20045637572.0
3892,2004,Primary,State Senate,Democratic,14,Democratic,bob bacon,6629.0,1,1.0,20045637572.0
4009,2008,General,State Senate,0,14,Democratic,bob bacon,46750.0,1,1.0,20045637572.0
4042,2008,Primary,State Senate,Democratic,14,Democratic,bob bacon,4464.0,1,1.0,20045637572.0
3258,2006,Primary,Governor,Republican,Colorado,Republican,bob beauprez,193804.0,1,0.0,20055608437.0
3282,2014,Primary,Governor,Republican,Colorado,Republican,bob beauprez,116333.0,1,0.0,20145026983.0
1447,2010,General,State Representative,0,50,Republican,bob boswell,7590.0,2,0.0,20105017126
1591,2010,Primary,State Representative,Republican,50,Republican,bob boswell,2965.0,1,0.0,20105017126
362,2002,General,State Representative,0,29,Republican,bob briggs,9910.0,1,0.0,20025800092.0
528,2002,Primary,State Representative,Republican,29,Republican,bob briggs,1493.0,1,0.0,20025800092.0
628,2004,General,State Representative,0,29,Republican,bob briggs,14604.0,2,1.0,20025800092.0
790,2004,Primary,State Representative,Republican,29,Republican,bob briggs,3567.0,1,1.0,20025800092.0
932,2006,General,State Representative,0,55,Republican,bob caskey,11158.0,2,0.0,20055614179
1072,2006,Primary,State Representative,Republican,55,Republican,bob caskey,5835.0,1,0.0,20055614179
4059,2008,Primary,State Senate,Republican,4,Republican,bob denny,5674.0,2,0.0,20085618046
2207,2016,General,State Representative,0,12,Republican,bob dillon,15906.0,2,0.0,
2395,2016,Primary,State Representative,Republican,12,Republican,bob dillon,3006.0,1,0.0,
860,2006,General,State Representative,0,21,Republican,bob gardner,14299.0,1,0.0,20065612560
1036,2006,Primary,State Representative,Republican,21,Republican,bob gardner,5601.0,1,0.0,20065612560
1123,2008,General,State Representative,0,21,Republican,bob gardner,19423.0,1,1.0,20065612560
1305,2008,Primary,State Representative,Republican,21,Republican,bob gardner,6175.0,1,1.0,20065612560
1388,2010,General,State Representative,0,21,Republican,bob gardner,18337.0,1,1.0,20065612560
1560,2010,Primary,State Representative,Republican,21,Republican,bob gardner,6986.0,1,1.0,20065612560
1663,2012,General,State Representative,0,20,Republican,bob gardner,24490.0,1,1.0,20125023060
1869,2012,Primary,State Representative,Republican,20,Republican,bob gardner,8118.0,1,1.0,20125023060
4347,2016,General,State Senate,0,12,Republican,bob gardner,45938.0,1,1.0,20155028942
4404,2016,Primary,State Senate,Republican,12,Republican,bob gardner,8243.0,1,1.0,20155028942
4510,2020,General,State Senate,0,12,Republican,bob gardner,45808.0,1,1.0,20155028942
4566,2020,Primary,State Senate,Republican,12,Republican,bob gardner,17947.0,1,1.0,20155028942
3734,2000,General,State Senate,0,29,Democratic,bob hagedorn,14726.0,1,0.0,19990829003.0
3759,2000,Primary,State Senate,Democratic,29,Democratic,bob hagedorn,1853.0,1,0.0,19990829003.0
3883,2004,General,State Senate,0,29,Democratic,bob hagedorn,20985.0,1,1.0,19990829003.0
3903,2004,Primary,State Senate,Democratic,29,Democratic,bob hagedorn,3807.0,1,1.0,19990829003.0
3072,2022,Primary,State Representative,Democratic,44,Democratic,bob henry,5137.0,1,0.0,20225043061
4372,2016,General,State Senate,0,31,Republican,bob lane,25268.0,2,0.0,
4415,2016,Primary,State Senate,Republican,31,Republican,bob lane,3189.0,1,0.0,
2470,2018,General,State Representative,0,9,Republican,bob lane,10666.0,2,0.0,20095614477
2678,2018,Primary,State Representative,Republican,9,Republican,bob lane,2927.0,1,0.0,20095614477
3436,1992,General,State Senate,0,25,Democratic,bob martinez,16622.0,1,0.0,19940825002
3459,1992,Primary,State Senate,Democratic,25,Democratic,bob martinez,5794.0,1,0.0,19940825002
3571,1996,General,State Senate,0,25,Democratic,bob martinez,14730.0,1,1.0,19940825002
3593,1996,Primary,State Senate,Democratic,25,Democratic,bob martinez,2137.0,1,1.0,19940825002
2312,2016,General,State Representative,0,62,Republican,bob mattive,15805.0,2,0.0,20165030174
2447,2016,Primary,State Representative,Republican,62,Republican,bob mattive,3103.0,1,0.0,20165030174
408,2002,General,State Representative,0,52,Republican,bob mccluskey,12699.0,1,0.0,20025687914.0
552,2002,Primary,State Representative,Republican,52,Republican,bob mccluskey,3974.0,1,0.0,20025687914.0
678,2004,General,State Representative,0,52,Republican,bob mccluskey,18006.0,1,1.0,20025687914.0
812,2004,Primary,State Representative,Republican,52,Republican,bob mccluskey,5378.0,1,1.0,20025687914.0
924,2006,General,State Representative,0,52,Republican,bob mccluskey,14037.0,2,1.0,20025687914.0
1068,2006,Primary,State Representative,Republican,52,Republican,bob mccluskey,3419.0,1,1.0,20025687914.0
1187,2008,General,State Representative,0,52,Republican,bob mccluskey,17159.0,2,1.0,20025687914.0
1335,2008,Primary,State Representative,Republican,52,Republican,bob mccluskey,3303.0,1,1.0,20025687914.0
1451,2010,General,State Representative,0,52,Republican,bob morain,13721.0,2,0.0,20105018375
1593,2010,Primary,State Representative,Republican,52,Republican,bob morain,4819.0,1,0.0,20105018375
1745,2012,General,State Representative,0,52,Republican,bob morain,19442.0,2,0.0,20105018375
1904,2012,Primary,State Representative,Republican,52,Republican,bob morain,3680.0,1,0.0,20105018375
3364,1990,General,State Senate,0,5,Democratic,bob pastore,18223.0,1,0.0,
3391,1990,Primary,State Senate,Democratic,5,Democratic,bob pastore,7009.0,1,0.0,
4085,2010,General,State Senate,0,5,Republican,bob rankin,25269.0,2,0.0,20095619076
4147,2010,Primary,State Senate,Republican,5,Republican,bob rankin,11094.0,1,0.0,20095619076
1758,2012,General,State Representative,0,57,Republican,bob rankin,18233.0,1,0.0,20125023123
1909,2012,Primary,State Representative,Republican,57,Republican,bob rankin,4915.0,1,0.0,20125023123
2044,2014,General,State Representative,0,57,Republican,bob rankin,18218.0,1,1.0,20125023123
2177,2014,Primary,State Representative,Republican,57,Republican,bob rankin,5296.0,1,1.0,20125023123
2302,2016,General,State Representative,0,57,Republican,bob rankin,26002.0,1,1.0,20125023123
2442,2016,Primary,State Representative,Republican,57,Republican,bob rankin,4901.0,1,1.0,20125023123
2576,2018,General,State Representative,0,57,Republican,bob rankin,19691.0,1,1.0,20125023123
2730,2018,Primary,State Representative,Republican,57,Republican,bob rankin,7292.0,1,1.0,20125023123
4504,2020,General,State Senate,0,8,Republican,bob rankin,42701.0,1,1.0,20195036219.0
4563,2020,Primary,State Senate,Republican,8,Republican,bob rankin,11805.0,1,1.0,20195036219.0
3277,2014,General,Governor,0,Colorado,Republican,bob repella,938195.0,2,0.0,
4528,2020,General,State Senate,0,26,Republican,bob roth,32984.0,2,0.0,20205038094
4575,2020,Primary,State Senate,Republican,26,Republican,bob roth,12142.0,1,0.0,20205038094
3254,2006,General,Governor,0,Colorado,Republican,bob rowland,625886.0,2,0.0,
3814,2002,General,State Senate,0,22,Democratic,bob sampron,15275.0,2,0.0,
3426,1992,General,State Senate,0,14,Republican,bob schaffer,24120.0,1,0.0,
3470,1992,Primary,State Senate,Republican,14,Republican,bob schaffer,5654.0,1,0.0,
2310,2016,General,State Representative,0,61,Republican,bob schutt,19208.0,2,0.0,20165030380
2446,2016,Primary,State Representative,Republican,61,Republican,bob schutt,3312.0,1,0.0,20165030380
3474,1992,Primary,State Senate,Republican,21,Republican,bonnie allison,2534.0,2,0.0,
2829,2020,General,State Representative,0,39,Libertarian,bonnie pyle,1823.0,3,0.0,
1429,2010,General,State Representative,0,41,Republican,brad wagnon,8716.0,2,0.0,20095611621.0
1580,2010,Primary,State Representative,Republican,41,Republican,brad wagnon,4100.0,1,0.0,20095611621.0
2034,2014,General,State Representative,0,54,Democratic,brad webb,6380.0,2,0.0,20135026355.0
2109,2014,Primary,State Representative,Democratic,54,Democratic,brad webb,1890.0,1,0.0,20135026355.0
